,tweets,date,user,location
796,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/855QiDE9oH",2022-11-10 09:28:44+00:00,daine_blackswan,
797,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/hNlgbEEUPm",2022-11-10 09:28:22+00:00,daine_blackswan,
798,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/tTKNcX57ZB",2022-11-10 09:27:27+00:00,daine_blackswan,
799,"Where are you now?  How are you?  If you see please answer me  I miss you so much now  i want to see you again
plea… https://t.co/f9CkguhD2J",2022-11-10 09:27:18+00:00,SGAILLLL,ประเทศไทย
800,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/Q4DSMbWaxb",2022-11-10 09:27:16+00:00,daine_blackswan,
801,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/JRur79Y8Cb",2022-11-10 09:27:04+00:00,daine_blackswan,
802,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM 

 https://t.co/GAgL829eFM",2022-11-10 09:26:23+00:00,daine_blackswan,
803,At least Mashiho and Yedam are free from that shitty agency.,2022-11-10 09:26:19+00:00,minieminie_7,bkpp jb tbz trsr msh taku
804,"@bswanmomsph FROM BLACKSWANS &amp; MASHMELLOWS. 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/CBr9JAGFVi",2022-11-10 09:26:13+00:00,dara_goddess,Philippines
806,MY TREASURE (Mashiho Yedam &amp; Treasure) 😭🫶 https://t.co/tk66lYnhua,2022-11-10 09:23:42+00:00,yeocha_rto,
807,"@lovesnyongtory Thank you so much🥺💗💗

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/POFbjgvfoD",2022-11-10 09:23:01+00:00,park_jstn,she/her
808,i kept on guessing which part will mashiho and yedam will take in hello but jokes on me they'll never have a part in hello pala..,2022-11-10 09:22:41+00:00,naeuyueopso,
809,insert mashiho and yedam♡ my greatest treasures! https://t.co/E1tLJfVTIF,2022-11-10 09:20:26+00:00,7chillmayomi,
810,"girls don't want boyfriends, they want TREASURE ft. MASHIHO (Prod. BANG YEDAM)",2022-11-10 09:20:15+00:00,namughe,isfj
811,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ https://t.co/YtsQ8geTg5",2022-11-10 09:20:10+00:00,umydobby,03'z she/her
813,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ https://t.co/YOFgNLk5K1",2022-11-10 09:19:34+00:00,umydobby,03'z she/her
814,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ https://t.co/Z4hDZvHh72",2022-11-10 09:19:04+00:00,umydobby,03'z she/her
815,"@lovesnyongtory Thank you for making this

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/BnwgePfSYY",2022-11-10 09:17:40+00:00,lyuky_le,
816,"WTS LFB TREASURE PH

☆ TSSC1 &amp; TFS Random Postcards ^^

— ONHAND !
— 25php each ~
— flexi dop ^^
— reply or dm to a… https://t.co/atfqrPwbMu",2022-11-10 09:17:18+00:00,tbtbrzcart,`taytay`
817,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM
https://t.co/oMBRp9QD6D",2022-11-10 09:17:16+00:00,YEDAMILE,SHE/HER · RCBYF
819,"wts lfb ph

treasure photocard

- 100 each pcs in the left pic, but 90 if getting two or more
- up to 3 days reserv… https://t.co/RW8Ga7Yhi2",2022-11-10 09:15:38+00:00,yedamalbum,she her 18+
820,"I LOVE MASHIHO YEDAM
#วิเวียนหัวใจมาชิโฮะบังเยดัม https://t.co/mdyBP2Yn50",2022-11-10 09:14:17+00:00,cinagobabee,❥stand with snsd treasure ikon
821,"Let’s keep on dropping tags for our dearest MashiDam.

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/V9lhoD2zo8",2022-11-10 09:14:09+00:00,bswanmomsph,
823,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/NrwUt7LsF8",2022-11-10 09:11:51+00:00,harutocutie_5,
824,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/4YzAx2hLI9",2022-11-10 09:10:16+00:00,cartyeol846,
826,baby yewon's post and message for mashiho and yedam 😭😭😭,2022-11-10 09:05:58+00:00,haruttalgi,(+63) semi ia bc 📚
827,@dailytre4sure Hug hug 🫂🫂🫂 accepting doesnt mean forgeting❤ I always support mashiho n yedam whatever their choice.… https://t.co/GmvxRiRZwa,2022-11-10 09:02:25+00:00,Rubbyeyes,
829,I LOVE MASHIHO YEDAM FOREVER🤍🍀🦊,2022-11-10 08:59:23+00:00,treasureismy21,♡
831,I love mashiho yedam,2022-11-10 08:58:49+00:00,Jymtcyj,
832,"I LOVE MASHIHO YEDAM FOREVER 🤍🍀🦊
#MASHIHO #마시호 
#BANGYEDAM #방예담",2022-11-10 08:57:48+00:00,treasureismy21,♡
833,planning to buy yedam and mashiho’s ktown4u set pcs and blooming set pcs😭,2022-11-10 08:57:12+00:00,xisyuaa,
834,"i hope you two are okay, i miss uuuu #yedam #mashiho https://t.co/E7SrcIdVYK",2022-11-10 08:55:53+00:00,leejenlvr,
835,D2 : waiting for YEDAM MASHIHO,2022-11-10 08:55:44+00:00,amsnmie,˗ˏˋ MyJ ˎˊ˗
836,"I can't really moving on 
I love mashiho yedam",2022-11-10 08:55:06+00:00,Jymtcyj,
837,"even mashiho and yedam did their best for YG for several years, but this is your revenge? in the future i will not… https://t.co/4bDY1Yglc7",2022-11-10 08:54:34+00:00,95kth6,
838,"To Mashiho and Yedam, thank you for existing. thank you for all the joy and happiness that you've shared to us. whe… https://t.co/QEgp27pnXV",2022-11-10 08:43:56+00:00,raki_woo,~istp~
839,"wts lfb ph ww treasure pcs

100 each

📍La Union
🚚SCO/registered mail
dm if interested!^^
# pc photocard the second… https://t.co/boiwXgQAXj",2022-11-10 08:43:53+00:00,istillwant_you,
840,"Letters for Mashiho and Yedam

#ThankYouMASHIHOandYEDAM https://t.co/Zb9FMPqCuZ",2022-11-10 08:43:37+00:00,jung_doie,
841,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/iLIW0d9OHZ",2022-11-10 08:43:08+00:00,daine_blackswan,
842,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/apmyrXdNki",2022-11-10 08:42:57+00:00,daine_blackswan,
843,"thankyou mashiho and yedam, thankyou for being with treasure and teume, thankyou for the memories, semoga kedepanny… https://t.co/s2pNCxLHdd",2022-11-10 08:41:28+00:00,rosieinmymind,
845,"@lovesnyongtory Thank u for doing this. I hope yedam and mashi could see this, i hope they feel our endless love❤… https://t.co/C9jM3PjmGo",2022-11-10 08:41:00+00:00,audiudii,
846,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다 #BANGYEDAM #MASHIHO",2022-11-10 08:40:44+00:00,webstreasure,
848,"take ur time, thank u for everything mashiho yedam. i hope this is ur best decision without coercion. i love u 💙💐 
https://t.co/sw7cG0wVtM",2022-11-10 08:39:28+00:00,webstreasure,
849,"I LOVE MASHIHO YEDAM
🍀🦊❤️ https://t.co/CNzAHEm7Kq",2022-11-10 08:36:01+00:00,nadiax_xn,
850,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ
 https://t.co/1CDjGp8P4J",2022-11-10 08:34:14+00:00,hasi699,♡︎+12
851,"@flawwny lucu banget ""my treasure = mashiho yedam &amp; treasure""",2022-11-10 08:33:46+00:00,ichamumuy,
852,"theres no day without i missing you yedam, mashiho during ur hiatus. i used to imagine how happy i am, everyone whe… https://t.co/WwOT6Vo6lz",2022-11-10 08:32:43+00:00,strwbrryburst,Frozen Yogurt Shop
853,"@treasuremenfess MY TREASURE = MASHIHO YEDAM &amp; TREASURE

ya ampun sangat mind-blowing, thx sender 😭👍",2022-11-10 08:31:41+00:00,ichamumuy,
854,"Outside that GROUP we trust... Thank you other JLINE team... 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/U0hDgy9uGn",2022-11-10 08:31:25+00:00,TChichu17,
855,My professor shared her screen and destiny is working its way for me to remember Mashiho and Yedam. 🥲 https://t.co/1Uy1TsrA6K,2022-11-10 08:29:38+00:00,cawloren_one,
856,"Maybe also MASHIHO too... cuz his last VLIVE in may he said ""This probably my first and last to do this"".... it's l… https://t.co/QD8YiAPJQy",2022-11-10 08:27:32+00:00,TChichu17,
857,"I really hope that the LED truck reach Mashidam 🥺

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/ZpiV13SAiB",2022-11-10 08:26:13+00:00,_blinkteume_,
858,can I be happy a lil bit bcs YG Super Star didn’t delete Mashiho Yedam for now🥹❤️ and also still got mashidam card… https://t.co/HDV7Mujtgd,2022-11-10 08:25:55+00:00,ji_njel12,트레저♥
859,Missing Yedam and Mashiho's voice already 😭,2022-11-10 08:24:43+00:00,yeobo__seyo,🏸🫰🏻
860,"#Ilovemashidam
I love mashiho yedam https://t.co/HryqRighG8",2022-11-10 08:24:13+00:00,RYP1209,
861,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

😊
#마시호 #방예담 🚚🚛
#MASHIHO #BANGYEDAM… https://t.co/lcrZ6gVjna",2022-11-10 08:24:10+00:00,ad4star,82-2-571-3711
862,"So Doyoung’s bday they will be in Japan, and without his Mashiho and Yedam hyung. 😔💔",2022-11-10 08:22:13+00:00,twinkledob,
863,"@kpopbissh [WTS LFB TREASURE PH]
‼️ITEMS ON THREAD‼️

DECLUTTERING SALE‼️

Available:
-TSS CHAPT 1 WEVERSE DIGIPACK… https://t.co/SwVkL0LNPj",2022-11-10 08:20:09+00:00,shryln__,
864,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/nhYTnUcErr",2022-11-10 08:20:01+00:00,thqyyn,
865,We’ll keep support you n love you always WISHING YOU ALL THE BEST OUR ACES MASHIHO AND YEDAM… https://t.co/nF2N3oELWe,2022-11-10 08:19:18+00:00,babywolfiewoo,
867,in the future there will be hello I'm mashiho and hello I'm bang yedam,2022-11-10 08:15:51+00:00,aqilhzmi_kelly,
868,who’s selling mashiho and yedam pcs i miss them,2022-11-10 08:15:38+00:00,yeonspov,"Los Angeles, CA"
869,"WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ https://t.co/cxLKm41gLs",2022-11-10 08:13:51+00:00,Rhea_a16,
870,"@MASHIHObr WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 08:12:59+00:00,LeisAckerman,Sa bahay lang🙂
871,"Yes thank you .... ❗🥺🥹

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다… https://t.co/m8AVQVR3M0",2022-11-10 08:10:34+00:00,TChichu17,
872,"Not yg throwing volkno mv at us after only 1 day of mashiho &amp; yedam departure, most of the teumes didn't even what… https://t.co/CLVrZowzhK",2022-11-10 08:10:08+00:00,ronoa23,
873,What if Mashiho &amp; Yedam will watch their concert in Japan? And when the other members see the two they'll gonna cry… https://t.co/iUljjWu5dl,2022-11-10 08:09:56+00:00,kkyuyomii,OT12 💎
875,"To two of the few people I adore so much, thank you for being my laugh button for awhile. I pray for your peace of… https://t.co/Mlx8LdNVDe",2022-11-10 08:08:49+00:00,ace_junkyu,mashikyuland/kyuhoes/mashihoes
876,"""Mashiho &amp; Yedam will never comeback""

But 

I'll gonna wait for them when they're ready to comeback again soon. I'… https://t.co/Ja1mZe0FZJ",2022-11-10 08:06:30+00:00,kkyuyomii,OT12 💎
877,"Look who’s trending!

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다… https://t.co/mfuZiWKZvc",2022-11-10 08:05:58+00:00,daine_blackswan,
878,"Still can't move on from the news

We Love You!
WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해
#マシダムずっと大好きだよ",2022-11-10 08:04:17+00:00,Elamaj_,
879,@1421x1509 yes i just hope that they’ll heal soon and atleast told us about everything they’ve been through and con… https://t.co/rdos3WmShx,2022-11-10 08:04:14+00:00,harimeng_yosh,Indonesia
880,"ah....this song hits different now, thank you mashiho, yedam &lt;3 https://t.co/blFy6WtCGb",2022-11-10 08:04:03+00:00,simpaji,slytherin common room 
881,"3rd day.I don't know it would hurt this much😭😭don't know i would feel so much pain😭its unbearable💔
And i still can'… https://t.co/zxce9qN2gd",2022-11-10 08:01:12+00:00,hssna_2809,
882,"let's fly to ur own happiness💖

WE TREASURE YEDAM AND MASHIHO
#ThankYouMASHIHOandYEDAM
#트메어디못가_시호담아_사랑해… https://t.co/qh6a9ooaOm",2022-11-10 07:59:54+00:00,mamoshio_,she/her - ina
883,waiting for the day where you two shine on your own way. all the best for your future my precious mashiho and yedam… https://t.co/d6W6AOKsss,2022-11-10 07:58:57+00:00,cpykmyabkhps12,TEULAND
884,@yesdammmmBYD @4everyoursyedam Let's be moots!!! I'm looking for mashidam stan only. Will be hyping Yedam while waiting for mashiho,2022-11-10 07:58:48+00:00,luckycloverboi,
886,@treasuremenfess Thank you Mashiho and Yedam💗 I love you💗 I miss you💗,2022-11-10 07:53:49+00:00,deylovedobby,
888,8 Nov 2020 the day that I know where I could never see mashiho and yedam again..🥲🥲 just a little tiny hope that the… https://t.co/i1UYI24nEA,2022-11-10 07:50:54+00:00,kijoringtakata,
889,@treasureyeoldu Please don't blame the other 10 members for this. Instead please respect yedam and mashiho's decisi… https://t.co/RzXHeh0xnm,2022-11-10 07:50:13+00:00,chimandchim67,
890,"Jikjin Era: ""Most successful comeback but LAST OT12 comeback..."" 

""Mashiho &amp; Yedam will never comeback"" 🥲 https://t.co/xhV1KLBE9S",2022-11-10 07:50:09+00:00,kkyuyomii,OT12 💎
891,"semangat semuanya!!!

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM",2022-11-10 07:50:04+00:00,damieblueto,
892,"I know everyone in Teuland is still heartbroken about Yedam and Mashiho (who would not be?)
It's very disappointing… https://t.co/oAe1YQmBh7",2022-11-10 07:48:39+00:00,itzu_pergirl,
894,"@bswanmomsph @allforyedamiiee WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 07:46:06+00:00,LeisAckerman,Sa bahay lang🙂
895,#treasure #MASHIHO #BANGYEDAM Calling all Teumes. I recommend for everyone to watch this live stream about Treasure… https://t.co/1ITtQMWQyQ,2022-11-10 07:45:25+00:00,PrincessRian17,
896,"@BYDBRANDS @allforyedamiiee WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 07:45:02+00:00,LeisAckerman,Sa bahay lang🙂
897,I MISS MASHIHO AND YEDAM AND EVERYONE ON TIKTOK IS MAKING ME CRY,2022-11-10 07:44:05+00:00,fairiechannie,
898,"110922
we love you Hyunsuk, Jihoon, Mashiho, Yoshi, Junkyu, Asahi, Jaehyuk, Yedam, Doyoung, Haruto, Jeongwoo, Jungh… https://t.co/Y8sfS2jM33",2022-11-10 07:43:39+00:00,ily12easure,Teuland
899,"Looking for Pure BLACKSWAN 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 07:43:28+00:00,waiting4byd,
900,i miss mashiho i miss yedam,2022-11-10 07:43:06+00:00,saikihyuk,any pronouns
901,I'm still in shock and I miss you two everyday  I'm still crying at night I want to see u again i will wait and wai… https://t.co/30lDTqp0X2,2022-11-10 07:41:53+00:00,12_0807,Teu _twelve 
902,"After months of unnecessary hiatus, being erased from every content, YG decide to release a statement that divide t… https://t.co/pUVOMjvKDj",2022-11-10 07:41:51+00:00,Hazzzzjj,
903,"Please drop the tags for Mashiho &amp; Bang Yedam.

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/Qo2yPmkNqO",2022-11-10 07:39:44+00:00,Andromaeda01,
904,"@YEDAMVOTINGTEAM WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 07:36:48+00:00,terabg,"Sofia, Bulgaria 🇧🇬"
906,"mashiho yedam and treasure could do whatever they want, and you, yes you, you are just a fan who knows nothing abou… https://t.co/H2Gg1ML43t",2022-11-10 07:36:09+00:00,orangestt,
907,it has been 4 years since i knew you from ygtb. aku selalu dukung kalian untuk debut karna kalian itu the longest t… https://t.co/RNwFoa5LJT,2022-11-10 07:34:13+00:00,strwbrryburst,Frozen Yogurt Shop
908,"dear treasure, yedam, mashiho
.
.
.",2022-11-10 07:34:13+00:00,strwbrryburst,Frozen Yogurt Shop
910,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/wLO03bGyHo",2022-11-10 07:32:04+00:00,MA_SHl_HO,96
911,"thank you for your hard work my babies teume really so proud of you, we will always support your forever 🤍🤍 

WISHI… https://t.co/fQgLYn4ghg",2022-11-10 07:29:30+00:00,meowkyumine,
912,I’ve commented on mashidam’s weverse before this and this is what i found about their old weverse account :)… https://t.co/k9kIfGmFE7,2022-11-10 07:28:20+00:00,Mellynaaaaa_,"Johore, Malaysia"
913,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#마시호 #방예담 🚚🚛
#MASHIHO #BANGYEDAM… https://t.co/t772j1XZPa",2022-11-10 07:26:43+00:00,lovesnyongtory,Yedam's eomma ✧
914,but thinking about how mashiho and yedam is now free from all the shts despite all the ideas we have formed for the… https://t.co/PqE2SVuYrB,2022-11-10 07:24:27+00:00,bbnihoon,she/her | 🦊🍀
915,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/EN5hdM6g4r",2022-11-10 07:24:00+00:00,skskdlmekf,Canada
916,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#마시호 #방예담 🚚🚛
#MASHIHO #BANGYEDAM… https://t.co/uS3yaDqPQw",2022-11-10 07:22:40+00:00,ad4star,82-2-571-3711
917,"This is why they are now the middle company... ❗🤣

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/Fj3m7c0q91",2022-11-10 07:20:42+00:00,TChichu17,
919,"They are the real one... 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다… https://t.co/ET2gpyNgds",2022-11-10 07:19:57+00:00,TChichu17,
920,"BOOOOO ... So disappointed they are bullying MASHIDAM.. 

If you are the bully remember the person you bullied will… https://t.co/h8vOecp2X6",2022-11-10 07:18:35+00:00,TChichu17,
921,For our mashiho and yedam https://t.co/hgI90jvXSv,2022-11-10 07:13:09+00:00,serenlie13_,i'm fuckin cool
922,"All this treasure content feels so incomplete without yedam and mashiho 😭😭😭
Treasure feels incomplete without them😭😭",2022-11-10 07:12:42+00:00,inlovewithj_ay,she/her
925,"@YEDAMCHARTS WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM",2022-11-10 07:03:12+00:00,Ruru_Her_Teume,
926,"@YEDAMVOTINGTEAM WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM",2022-11-10 07:02:30+00:00,Ruru_Her_Teume,
928,Mashiho and Yedam friends being supportive of their decision. There's really something going on behind the scenes. https://t.co/leon0beQky,2022-11-10 07:01:38+00:00,WINNER_ismyHOME,
929,"@ad4star @shhkyuala12 WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM",2022-11-10 07:01:23+00:00,Ruru_Her_Teume,
932,"I wanna collect Mashiho, Mashiho, Junkyu and Harutos photocards, but I don’t know where to start:( also cannot find… https://t.co/WR1L2buLHO",2022-11-10 06:57:46+00:00,t45780,United States
933,"do you miss mashiho yedam?
😭          😭     😭😭😭     😭😭😭
   😭     😭        😭               😭
        😭             😭… https://t.co/iVVSrKj8Xp",2022-11-10 06:57:42+00:00,HamadaEnji,
935,"Hope all these beautiful messages from Teumes will be delivered well to our shining treasures, Mashiho and Yedam.… https://t.co/LJgqG8I7sk",2022-11-10 06:54:54+00:00,TREASUREunion,Paypal donation link:
936,i hate to say this in such a harsh tone but some teumes are being rlly petty with the news of yedam and mashiho lea… https://t.co/M1sVyfwDKt,2022-11-10 06:54:27+00:00,k_kpopshvt,bang chan's laptop
937,"teume! do you miss mashiho yedam? 

 😭          😭     😭😭😭     😭😭😭
   😭     😭        😭               😭
        😭… https://t.co/ZqTzReQ2qA",2022-11-10 06:53:46+00:00,treasuremenfess,
938,"YG, YOU CAN'T TERMINATE THE CONTRACT OF MASHIHO AND YEDAM. YOU MUST DEFEND THEM BOTH.",2022-11-10 06:53:36+00:00,aaiiyyy_,
939,"@BYDBRANDS WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 06:53:22+00:00,yedamsblackswan,
940,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/urGaXj9opz",2022-11-10 06:51:43+00:00,quadaucuakjs,Việt Nam
941,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/r3iC0CHv1i",2022-11-10 06:51:31+00:00,quadaucuakjs,Việt Nam
942,"@YEDAMBR_ Thank you for everything 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 06:49:21+00:00,Jennayyyy4,
943,im crying again huhuhu why Mashiho and Yedam?whyy?🥺🥺🥺 https://t.co/yXIWZV0WPv,2022-11-10 06:49:17+00:00,itssammymaui,she/her
944,"@YEDAMVOTINGTEAM Come back soon 

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO",2022-11-10 06:48:53+00:00,Jennayyyy4,
946,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/DM5UuiPnxn",2022-11-10 06:46:57+00:00,RabbitLoveOtter,Vietnam
947,"Some may say I am OA, but I start crying again because of Mashiho and Yedam, as if how can I forget when I love the… https://t.co/1Y889gOaTD",2022-11-10 06:46:06+00:00,itssammymaui,she/her
949,"Thank you so much for doing this💗🍀🦊🫂

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM… https://t.co/Om8PSEiHxi",2022-11-10 06:44:34+00:00,dobunnyoungk,she/her 03L
950,"보고 싶어....😭💔

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/KFP7QElbMi",2022-11-10 06:44:12+00:00,duabelasyaa,
951,"YEDAM and MASHIHO, please know that my heart is with you wherever you go 🎵🎶 https://t.co/S814ZXrYzD",2022-11-10 06:43:49+00:00,Raffa0708,PILIPINAS
952,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM
#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#BANGYEDAM #MASHIHO https://t.co/weTQBTP2Eb",2022-11-10 06:43:05+00:00,teumeslore,check carrd for works
953,"I really miss you.🤍

WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다… https://t.co/Y5STL9hKx6",2022-11-10 06:41:59+00:00,marynoonaa,"Iloilo, Philippines"
954,"WISHING YOU ALL THE BEST, OUR ACES MASHIHO AND YEDAM

#우리_에이스_마시호와_예담이_모두_잘_되길_소망합니다
#MASHIHO #BANGYEDAM https://t.co/T77rg5b6cl",2022-11-10 06:41:04+00:00,HongAnhDao3,"Hà Nội, Việt Nam"
955,yedam's highnote.. and mashiho's part is one of my addict part..😭😭,2022-11-10 06:40:34+00:00,flawwny,my attitude depends on u.
956,"TREASURE Rap Unit ""VolKno"" MV Reaction!

Plus, I discuss my thoughts on Yedam &amp; Mashiho's departure! 🧡🙏🏻

https://t.co/NxKcTOR1Bs",2022-11-10 06:40:12+00:00,marcogennuso,4616 Melrose Place 
957,"@dailytre4sure accepting doesn't mean forgetting. we will always remember yedam and mashiho forever, also support t… https://t.co/M3ky0FNKyN",2022-11-10 06:39:24+00:00,hmdprkjjs,
